Episode,Name,Sentence
Episode 3,brienne,"Well, he's not here to complain about it, is he?"
Episode 3,brienne,He borrowed it?
Episode 3,brienne,As punishment. For both of you.
Episode 3,brienne,"Yes, all of your lords were very kind to you. All except me. Sorry you have to squire such a nasty person."
Episode 3,brienne,I'm sorry I'm always snapping at you.
Episode 3,brienne,"You want to be a knight, Pod?"
Episode 3,brienne,"Starting tomorrow, we'll train with the sword twice a day, before we ride in the morning and after we camp for the evening. . And I'm going to show you how to ride properly."
Episode 3,brienne,"I can't knight you, but I can teach you how to fight."
Episode 3,brienne,I was.
Episode 3,brienne,He was.
Episode 3,brienne,"When I was a girl, my father held a ball. I'm his only living child, so he wants to make a good match for me. He invited dozens of young lords to Tarth. I didn't want to go, but he dragged me to the ballroom. . And it was wonderful. None of the boys noticed how mulish and tall I was. The shoved each other, and threatened to duel if they thought it was their turn to dance. And whispered in my ear how they wanted to marry me and take me back to their castles. . My father smiled at me and I smiled at him. I'd never been so happy. . Till I saw a few of the boys sniggering. And then they all started to laugh, they couldn't keep the game going any longer. They were toying with me. ‘Brienne the Beauty', they called me. Great joke. And I realized I was the ugliest girl alive. A great lumbering beast. I tried to run away, but Renly Baratheon took me in his arms. “Don't let them see your tears,” he told me. “They're nasty little shits. The nasty little shits aren't worth crying over.” He danced with me and none of the other boys could say a word. And he was the king's brother after all."
Episode 3,brienne,"Yes, Pod, he liked men, I'm not an idiot. He didn't love me, he didn't want me, he danced with me because he was kind and he wouldn't see me hurt. He saved me from being a joke. From that day until his last day. And I couldn't save him in return. Nothing's more hateful than failing to protect the one you love. One day, I will avenge King Renly."
Episode 3,brienne,"A shadow with the face of Stannis Baratheon. I know it was Stannis. I know it in my heart. Stannis is a man, not a shadow. And a man can be killed."
Episode 3,stannis baratheon,Lord Commander.
Episode 3,jon snow,Your Grace.
Episode 3,stannis baratheon,I'd like to speak alone.
Episode 3,jon snow,"Olly is my steward now, as I was Lord Commander Mormont's. I want him to attend my meetings, to learn from men with experience. One day, he might command."
Episode 3,stannis baratheon,Very well. . Have you considered my offer?
Episode 3,jon snow,I have. And I thank you for it. You do me great honor. All my life I wanted to be Jon Stark.
Episode 3,stannis baratheon,Say the word and you will be.
Episode 3,jon snow,But I have to refuse you. I'm Lord Commander of the Night's Watch. My place is here.
Episode 3,stannis baratheon,I'm giving you a chance to avenge your family. To take back the castle where you grew up. To rule the North.
Episode 3,jon snow,"I wish I could fight beside you. Believe me, I do. But I swore a sacred vow at the Godswood. I pledged my life to the Night's Watch."
Episode 3,stannis baratheon,You're as stubborn as your father. And as honorable.
Episode 3,jon snow,I can imagine no higher praise.
Episode 3,stannis baratheon,"I didn't mean it as praise. Honor got your father killed. . But if your mindo s made up, I won't try to persuade you."
Episode 3,jon snow,"May I ask, Your Grace, how long you plan to stay at Castle Black?"
Episode 3,stannis baratheon,Are you bored of us already?
Episode 3,jon snow,You saved us from Mance Rayder's army. We will never forget that. But it's a question of survival. The Night's Watch can't continue to feed your men and the wildling prisoners indefinitely. Winter is coming.
Episode 3,stannis baratheon,I know it. We march on Winterfell within the fortnight. Before the snows trap us here.
Episode 3,jon snow,And the wildlings?
Episode 3,stannis baratheon,"They'd rather burn than fight for me, so be it. I leave their fate to you. You could execute them, that's the safest course. . Or you could see if this Tormund fellow is more willing to compromise than Mance ever was. I assume the brothers of the Night's Watch would rather see the wildlings dead."
Episode 3,jon snow,"Most of the brothers, yes. There's little love for the free folk here. ."
Episode 3,stannis baratheon,You're the Lord Commander. Your decision.
Episode 3,stannis baratheon,You have many enemies in Castle Black. Have you considered sending Alliser Thorne elsewhere? Give him command of Eastwatch-by-the-Sea.
Episode 3,jon snow,I heard it was best to keep your enemies close.
Episode 3,stannis baratheon,Whoever said that didn't have many enemies.
Episode 3,davos,"He sees something in you. . Might not be apparent from his tone, but it's the truth. He believes in you."
Episode 3,jon snow,I'm sorry I disappointed him.
Episode 3,davos,The king is a complicated man. But he wants what's right for the Seven Kingdoms.
Episode 3,jon snow,As long as he's ruling them.
Episode 3,davos,He's the one true king. He has the blood right to that throne.
Episode 3,jon snow,I've sworn to stay clear of the politics of the Seven Kingdoms.
Episode 3,davos,Have you now? . How does the Night's Watch vow go again? I bet you've got it memorized since you got here.
Episode 3,davos,"Not that bit, the bit at the end."
Episode 3,davos,"Wait, that's enough. “The shield that guards the realm of men.” That's what you swore to be. Now I'm not a learned man, but the best way of helping the most people might not be sitting in a frozen castle at the edge of the world. It just might mean wading in the muck, getting your boots dirty, and doing what needs to be doing."
Episode 3,jon snow,And what needs to be done?
Episode 3,davos,"As long as the Boltons rule the North, , the North will suffer. Just one man's opinion."
Episode 3,arya stark,What do you want?
Episode 3,arya stark,What?
Episode 3,arya stark,No one.
Episode 3,arya stark,Ow! Cunt!
Episode 3,arya stark,"I told you, I'm no - . Do that again and -"
Episode 3,arya stark,You're about to find out.
Episode 3,arya stark,I am ready.
Episode 3,arya stark,What do we do with them after we wash them?
Episode 3,sansa stark,Lord Bolton.
Episode 3,sansa stark,Thank you.
Episode 3,jon snow,Sam. . Maester Aemon?
Episode 3,sam,He apologizes for not being here. He's not feeling well.
Episode 3,jon snow,"Take good care of him. . Brothers. As you all know too well, it's long past time to dig a new latrine pit. . First Builder Yarwyck and I have decided to appoint a latrine captain to oversee this crucial task. . Brian. Seems like a good job for a ginger."
Episode 3,jon snow,"Ser Alliser. . You have more experience than any other soldier at Castle Black. You proved your valour many times over, while defending the Wall from the wildling attack. I name you First Ranger."
Episode 3,jon snow,Lord Janos. I'm giving you command of Greyguard.
Episode 3,jon snow,"Yes, the fort is in a sorry state. Restore it as best you can. First Builder Yarwyck can spare ten of his -"
Episode 3,sam,"Alright, alright! Enough of that."
Episode 3,jon snow,"You mistake me, my Lord. That was a command, not an offer. Pack your arms and armour, say your farewells, and ride for Greyguard."
Episode 3,jon snow,Are you refusing to obey my order?
Episode 3,jon snow,Take Lord Janos outside.
Episode 3,jon snow,"Olly, bring me my sword."
Episode 3,jon snow,"If you have any last words, my Lord, now is the time."
Episode 3,cersei lannister,You were assaulted?
Episode 3,cersei lannister,"What do you want from us, High Septon?"
Episode 3,cersei lannister,And where do I find this man? This High Sparrow?
Episode 3,cersei lannister,"Nonsense, Ser Meryn. These are deeply religious people. . Where can I find the High Sparrow?"
Episode 3,cersei lannister,A young man said I would find the High Sparrow back here. Where is he?
Episode 3,cersei lannister,Why no shoes?
Episode 3,cersei lannister,Is that why you came to King's Landing? To remind everyone?
Episode 3,cersei lannister,Perhaps they're right.
Episode 3,cersei lannister,"An unacceptable way to treat the chosen representative of the Gods in this world, wouldn't you say?"
Episode 3,cersei lannister,"The High Septon came to speak to me today. He doesn't want me to arrest you, he wants me to execute you."
Episode 3,cersei lannister,"My thoughts on the matter align with your own. The High Septon's behaviour was corrosive, as was his attitude. Having a man like that reside in the Sept eats away the Faith from the inside. So now he resides in the Red Keep's dungeons instead. . The Faith and the Crown are the two pillars that hold up this world. If one collapses, so does the other. We must do everything necessary to protect one another."
Episode 3,cersei lannister,"Send a raven with this message to Littlefinger in the Eyrie, or wherever he's slithering about. ."
Episode 3,cersei lannister,How's your work coming along?
Episode 3,cersei lannister,You've made progress?
Episode 3,cersei lannister,"Very good. I'll leave you to it then. Make sure Littlefinger is clear on the meaning of the word ""immediately""."
Episode 3,petyr baelish,I hope so too. I've become quite fond of Lady Sansa during our travels together. She's suffered enough.
Episode 3,petyr baelish,"I've heard very little about you. Which makes you quite a rare thing, as lords go."
Episode 3,petyr baelish,He seems pleased.
Episode 3,petyr baelish,"I assure you she's still a virgin. Tyrion never consummated the marriage. By the law of the land, she's no man's wife. Inspect her, if you must."
Episode 3,petyr baelish,Then I have delivered everything I've promised.
Episode 3,petyr baelish,"The Lannister name doesn't mean what it once did. Tywin is dead. He kept his house in power through sheer will. Without him, Jaime has one hand and no allies, Tommen is a soft boy, not a king to fear."
Episode 3,petyr baelish,"Queen Margaery adores Sansa. Cersei is Queen Mother, a title whose importance wanes with each passing day."
Episode 3,petyr baelish,"A message for me, you say. Strange that the seal is broken."
Episode 3,petyr baelish,Every ambitious move is a gamble. You gambled when you drove a dagger into Robb Stark's heart. It appears that your gamble paid off. You're Warden of the North.
Episode 3,petyr baelish,"The Eyrie is mine. The last time the lords of the Eyrie formed an alliance with the lords of the North, they brought down the greatest dynasty this world has ever known. I'd like to borrow one of your birds. Cersei will expect a reply."
Episode 3,tyrion lannister,I have to get out of this wheelhouse.
Episode 3,varys,Volantis is a large city.
Episode 3,varys,The likelihood of you being spotted here increases a hundredfold.
Episode 3,tyrion lannister,"Mm, I have to get out of this wheelhouse."
Episode 3,varys,I'm not sure how many new ways I can find of saying this.
Episode 3,tyrion lannister,I will not be of any use to Daenerys Targaryen if I lose my mind. I can't remember the last face I saw that wasn't yours.
Episode 3,varys,It's a perfectly good face.
Episode 3,tyrion lannister,I'm losing my mind.
Episode 3,varys,"If anyone recognizes you, you'll lose more than that."
Episode 3,tyrion lannister,"Look, we are thousands of miles from Westeros. . What am I? . One more drunk dwarf."
Episode 3,tyrion lannister,Slaves.
Episode 3,varys,Yes. The Volantene masters are very organized. . Flies for dung shovelers. . Hammers for builders. . Tears for whores. Lest they forget.
Episode 3,varys,We should keep moving.
Episode 3,tyrion lannister,The only red priest we had in King's Landing was Thoros of Myr. This one's much better looking.
Episode 3,tyrion lannister,Stone men. Good luck stopping this spread of grayscale with prayer. You'd have better luck dancing away the plague. .
Episode 3,tyrion lannister,We're going to meet the Saviour! You should have told me. Who doesn't want to meet the Saviour?
Episode 3,tyrion lannister,Come on. Let's find a brothel.
Episode 3,tyrion lannister,It's even better luck to suck a dwarf's cock.
Episode 3,tyrion lannister,"See? We blend right in. Just two more travellers, mad with lust."
Episode 3,varys,Thank you.
Episode 3,tyrion lannister,Curious... hair. .
Episode 3,tyrion lannister,It appears you're not the only Targaryen supporter.
Episode 3,varys,Someone who inspires priests and whores is worth taking seriously.
Episode 3,tyrion lannister,"Well, , she's taken."
Episode 3,varys,Where're you going?
Episode 3,tyrion lannister,I need to speak to someone with hair.
Episode 3,tyrion lannister,Hello?
Episode 3,tyrion lannister,You've got no drink.
Episode 3,tyrion lannister,"Do I look like a man without money? . Never trust looks. Until quite recently, I was one of the richest men in the world. . But who needs wealth when you can make a woman laugh? . I always pay my debts, I'm well known for it."
Episode 3,tyrion lannister,That's because they've never met a queen.
Episode 3,tyrion lannister,"You know how to spot a liar. If I could pick any girl here, I would pick you."
Episode 3,tyrion lannister,Because you have a skeptical mind.
Episode 3,tyrion lannister,"I'm, I'm sorry, I can't."
Episode 3,tyrion lannister,I'm not.
Episode 3,tyrion lannister,"Gladly, but this, I can't do. Believe me, no one is more shocked than I am. I hope it passes. What will I do in my spare time? I'll go for a piss, that's a start."
Episode 3,tyrion lannister,"No need to worry, I was just - . Oh, I thought you were someone else. Shows almost over. I'm sure the girls inside will be happy to oblige."
Episode 3,tyrion lannister,You made some kind of mistake. Why don't you tell me what you think you are doing and -
Episode 3,jorah mormont,I'm taking you to the Queen.
Episode 4,jaime lannister,Is that Estermont?
Episode 4,bronn,Why are we on a merchant ship? Why no Lannister sails?
Episode 4,jaime lannister,"This ship's sailing to Oldtown. We'll get off earlier, not far from Sunspear. Row ourselves to the Dornish shores in the night."
Episode 4,bronn,You ever been to Dorne?
Episode 4,jaime lannister,No.
Episode 4,bronn,I have. The Dornish are crazy. All they want to do is fight and fuck. Fuck and fight.
Episode 4,jaime lannister,You should be happy to go back. .
Episode 4,bronn,"There's nothing like a good fight to get you in the mood for fucking. . And there's nothing like a fuck-mad Dornish girl to clear your head for the next fight. It's how the two work together. And we're gonna do a lot of fighting, I am sure. Well, I am. But I don't imagine we'll get to stick around for the rest. Not after we've kidnapped their princess."
Episode 4,jaime lannister,"We are not kidnapping their princess. We are rescuing my niece, bringing her back to the family,"
Episode 4,bronn,Your niece?
Episode 4,bronn,I've been doing this sort of thing a long time. I'm good at it. .
Episode 4,jaime lannister,That's why you're here.
Episode 4,bronn,"I know. Why are you here? Why not send 40 of me, or an army? Unlike most folks, you actually got one."
Episode 4,jaime lannister,Because I don't want to start a war.
Episode 4,bronn,That still doesn't explain why you're doing it.
Episode 4,jaime lannister,It has to be me.
Episode 4,bronn,"If I'm putting something of a lit together, a one-handed man, , who happens to be one of the most recognizable faces in Westeros, is not -"
Episode 4,bronn,"You set your brother free, didn't you? I bet your sister didn't like that."
Episode 4,jaime lannister,Varys set him free.
Episode 4,bronn,"Well, if you ever see the little fucker, , give him my regards."
Episode 4,jaime lannister,"He murdered my father. If I ever see him, I'll split him in two. And then I'll give him your regards."
Episode 4,cersei lannister,How much can the Crown afford?
Episode 4,cersei lannister,You're the Master of Coin. How do we pay them?
Episode 4,cersei lannister,"You've already given us too much. . No, we must arrange better terms with the Iron Bank."
Episode 4,cersei lannister,In person.
Episode 4,cersei lannister,"We must send an envoy to the Iron Bank, someone of importance, to show these bankers our respect. As the King's Master of Coin, I can think of no one more qualified."
Episode 4,cersei lannister,The King has expressed concern about his father-in-law's safety on this voyage. . He's ordered Ser Meryn to personally lead your escort.
Episode 4,cersei lannister,"Safe travels, Lord Tyrell."
Episode 4,cersei lannister,Not small enough.
Episode 4,cersei lannister,"May I offer you some wine, Your Holiness?"
Episode 4,cersei lannister,The old High Septon would have asked the vintage. .
Episode 4,cersei lannister,Hmm.
Episode 4,cersei lannister,All over Westeros we hear about septs being burned. Silent sisters raped. Bodies of holy men piled in the streets.
Episode 4,cersei lannister,"Perhaps the Gods need a sword of their own. . In the days before the Targaryens, the Faith Militant dispensed the justice of the Seven."
Episode 4,cersei lannister,"If I explain the holy purpose to my son, the king, I have no doubt he will sign a decree arming the believers you felt worthy."
Episode 4,cersei lannister,"An army and service to the Gods themselves. And to you, of course. As the chosen representative of the Seven."
Episode 4,cersei lannister,"Which is why you were chosen. . You and I both know how the world works. Too often the wicked are the wealthiest, beyond the reach of justice. The king himself cannot always punish those who deserve it most."
Episode 4,cersei lannister,What would you say if I told you we have a great sinner in our very midst? Shielded by gold and privilege.
Episode 4,cersei lannister,Did I arrest him?
Episode 4,cersei lannister,"I did. And your wife has every right to criticize. . Can't allow fanatics to arrest the Queen's brother, no matter his perversions."
Episode 4,cersei lannister,"I told you I am not holding Ser Loras. You're the King. I'm sure if you speak to the High Sparrow, he'll release the poor boy."
Episode 4,jon snow,Good.
Episode 4,stannis baratheon,Lord Commander of the Night's Watch.
Episode 4,stannis baratheon,"Perhaps, but that wasn't Ned Stark's way."
Episode 4,stannis baratheon,Not your fault.
Episode 4,stannis baratheon,We must. To beat the snows.
Episode 4,stannis baratheon,I won't. I need you.
Episode 4,stannis baratheon,"And you, my Lady, what do you need?"
Episode 4,sam,Lord Ashford. . Lady Caulfield. . Lord Smallwood.
Episode 4,jon snow,Never even heard of these people.
Episode 4,sam,They haven't heard of you either. . But we need men and they have some.
Episode 4,jon snow,And how many men does this Lord Mazin have to send us?
Episode 4,sam,More than Lord Wibberley.
Episode 4,jon snow,Not him.
Episode 4,sam,"I know, I'm sorry, but we need men and supplies. And Roose Bolton is the Warden of The North."
Episode 4,jon snow,He murdered my brother.
Episode 4,sam,We swore to be the Watchers on the Wall. We can't watch the Wall with 50 men. And we can't get more men without help from the Warden of the North.
Episode 4,sam,"Apologies, my Lady."
Episode 4,jon snow,How can I help you?
Episode 4,jon snow,Castle Black is my home now. Night's Watch takes no part in the wars of the Seven Kingdoms.
Episode 4,jon snow,"You're gonna show me some vision in the fire. Forgive me, my Lady. But I don't trust in visions."
Episode 4,jon snow,I don't think Stannis would like that very much.
Episode 4,jon snow,I can't.
Episode 4,jon snow,I swore a vow. . I loved another.
Episode 4,jon snow,I know. But I still love her.
Episode 4,stannis baratheon,Are you lonely?
Episode 4,stannis baratheon,My father used to tell me that boredom indicates a lack of inner resources.
Episode 4,stannis baratheon,"I know Castle Black is no place for a child, but I -"
Episode 4,stannis baratheon,Why do you say that?
Episode 4,stannis baratheon,She shouldn't have said that.
Episode 4,stannis baratheon,"When you were an infant, , the Dornish trailer landed on Dragonstone. His goods were junk except for one wooden doll. He'd even sewn a dress on it in the colors of our House. No doubt he'd heard of your birth, and assumed new fathers were easy targets. I still remember how you smiled when I put that doll in your cradle, , and you pressed it to your cheek. . By the time we burnt the doll, it was too late. . I was told you would die. Or worse, the grayscale would go slow. . Let you grow just enough to know the world before taking it away from you. Everyone advised me to send you to the ruins of Valyria to live out your short life with the Stone men, before the sickness spread to the castle. I told them all to go to hell. . I called in every maester on this side of the world. Every healer, every apothecary. They stopped the disease and saved your life. Because you did not belong across the world with the bloody Stone men. . You are the Princess Shireen of House Baratheon. And you are my daughter."
Episode 4,petyr baelish,I thought I might find you here. . Your Aunt Lyanna.
Episode 4,sansa stark,"Father never talked about her. Sometimes I'd find him down here, lighting the candles. They say she was beautiful."
Episode 4,petyr baelish,"I saw her once. I was a boy, living with your mother's family. Lord Whent had a great tourney at Harrenhal. Everyone was there. The Mad King, your father, Robert Baratheon. And Lyanna, she was already promised to Robert. You can imagine what it was like for me, a boy from nowhere, with nothing to his name, watching these legendary men, tilting at the lists. The last two riders were Barristan Selmy and Rhaegar Targaryen. When Rhaegar won, everyone cheered for the prince. I remember the girls laughing when he took off his helmet and they saw that silver hair. How handsome he was. Until he rode right past his wife, Elia Martell, and all the smiles died. I've never seen so many people so quiet. He rode past his wife, and he lay a crown of winter roses in Lyanna's lap. Blue as frost. How many tens of thousands had to die because Rhaegar chose your aunt?"
Episode 4,sansa stark,"Yes, he chose her… and then he kidnapped her and raped her."
Episode 4,petyr baelish,Come. . Let's speak somewhere the dead can't hear us. .
Episode 4,sansa stark,Dressed for riding?
Episode 4,petyr baelish,I am.
Episode 4,sansa stark,Where are you going?
Episode 4,petyr baelish,King's Landing.
Episode 4,sansa stark,King's Landing?
Episode 4,petyr baelish,Cersei sent for me. . We must not let her sniff out any trouble.
Episode 4,sansa stark,You can't leave me here!
Episode 4,petyr baelish,"I know how hard it is to live with people you despise, believe me. But it won't be for long."
Episode 4,sansa stark,How do you know?
Episode 4,petyr baelish,"Stannis Baratheon garrisons at Castle Black. He'll march south to King's Landing before the winter snows block his way. But first, he has to take Winterfell."
Episode 4,sansa stark,You don't know that.
Episode 4,petyr baelish,"I do. Once he liberates these lands from the Boltons he'll rally your father's bannermen to his cause. With the North behind him, Stannis can finally take the Iron Throne."
Episode 4,sansa stark,You think he'll defeat the Boltons?
Episode 4,petyr baelish,"He has a larger army. He's the finest military commander in Westeros. A betting man would put his money on Stannis. . As it happens, I am a betting man."
Episode 4,sansa stark,And if you're right?
Episode 4,petyr baelish,"Stannis takes Winterfell, he rescues you from the most despised family in the North. Grateful for your late father's courageous support for his claim, he names you Wardeness of the North."
Episode 4,sansa stark,"But I, I wouldn't… Wardeness of the North"
Episode 4,petyr baelish,You are the last surviving Stark. He needs you.
Episode 4,sansa stark,"What if you're wrong? What if Stannis never attacks Winterfell, or he does and the Boltons defeat him?"
Episode 4,petyr baelish,"Then you will take this Bolton boy, Ramsay, and make him yours."
Episode 4,sansa stark,I don't know how to do that.
Episode 4,petyr baelish,Of course you do. He's already fallen for you.
Episode 4,sansa stark,His father frightens me.
Episode 4,petyr baelish,"He should, he's a dangerous man. But even the most dangerous men can be outmaneuvered. And you've learnt to maneuver from the very best. . I return before too long. . You'll be strong without me. . The North will be yours. Do you believe me?"
Episode 4,sansa stark,I expect I'll be a married woman by the time you return.
Episode 4,bronn,Breakfast.
Episode 4,bronn,That would have been a shit way to die.
Episode 4,jaime lannister,"As far as I've seen, they're all shit ways to die."
Episode 4,bronn,Aye. But your lot like to give the singers a good ending.
Episode 4,jaime lannister,I don't care what's sung about me when I'm dead.
Episode 4,bronn,"No? Two knights, off to rescue a princess. Sounds like a good song to me."
Episode 4,jaime lannister,Sounds like all the rest.
Episode 4,jaime lannister,What about you? What shit way would you choose?
Episode 4,bronn,"In my own keep, drinking my own wine, watching my sons grovel for my fortune."
Episode 4,jaime lannister,How disappointing. I thought you'd have something more exciting planned.
Episode 4,bronn,I've had an exciting life. I want my death to be boring. How do you want to go?
Episode 4,jaime lannister,In the arms of the woman I love.
Episode 4,bronn,She want the same thing?
Episode 4,jaime lannister,Let's go.
Episode 4,bronn,"The captain to that ship… What was he, Braavosi?"
Episode 4,jaime lannister,Pentoshi.
Episode 4,bronn,And he's headed to Oldtown?
Episode 4,jaime lannister,As I said. Why?
Episode 4,bronn,What's to stop him from docking down the coast and telling the locals that Jaime Lannister's in Dorne?
Episode 4,jaime lannister,A bag of gold.
Episode 4,bronn,I'm not sure you understand how much people hate your family in this part of the world.
Episode 4,jaime lannister,It was a heavy bag.
Episode 4,bronn,And I bet he swore all kinds of oaths to get it. But you won't be around if he breaks them.
Episode 4,bronn,How many you count?
Episode 4,jaime lannister,Four.
Episode 4,bronn,How many you think you can take?
Episode 4,jaime lannister,"One, if he's slow."
Episode 4,bronn,"Fucked in the arse. . Hiya! . Morning, lads. Glad we found you."
Episode 4,bronn,Cooper. . This is Darnell.
Episode 4,bronn,Accent gave me away? Flea Bottom. Whelped and whipped.
Episode 4,bronn,"Our ship capsized in the night. We managed to swim ashore. It was a near thing, really."
Episode 4,jaime lannister,I thought the sharks would get us. .
Episode 4,jaime lannister,I could have sworn those were shark fins.
Episode 4,bronn,Dolphins maybe.
Episode 4,bronn,"Boys, there's no need for this. Just, point us in the right direction. We'll find our way home."
Episode 4,bronn,That one should be slow enough.
Episode 4,bronn,Nice move! .
Episode 4,jaime lannister,Luck.
Episode 4,bronn,You had a wonderful teacher.
Episode 4,bronn,Always wanted a Dornish stallion. Beasts can run a day and night without tiring. We'll ride to the Water Gardens with a nice breeze in our face.
Episode 4,jaime lannister,First we need to bury these bodies.
Episode 4,bronn,Birds have to eat too.
Episode 4,jaime lannister,"Corpses raise questions, questions raise armies. We're not here to start a war."
Episode 4,bronn,Do you know how long it will take us to dig all those holes?
Episode 4,jaime lannister,"I can't dig very well with one hand. Not at all, really."
Episode 4,tyrion lannister,Thank you. . Who are you?
Episode 4,jorah mormont,Your captor.
Episode 4,tyrion lannister,Do you have wine?
Episode 4,jorah mormont,No.
Episode 4,tyrion lannister,I can't sleep without wine.
Episode 4,jorah mormont,Then stay awake.
Episode 4,tyrion lannister,You're going the wrong way. My sister's in Westeros. Westeros is west! We're heading east.
Episode 4,jorah mormont,I'm not taking you to your sister.
Episode 4,tyrion lannister,You said you were taking me to the Queen.
Episode 4,jorah mormont,I am. Queen Daenerys Targaryen. She's the Queen I serve.
Episode 4,tyrion lannister,What a waste of a good kidnapping. So happens I was heading there myself!
Episode 4,jorah mormont,What business would you have with the Queen?
Episode 4,tyrion lannister,"Gold and glory. Oh, and hate. If you've ever met my sister, you'd understand. So now that it's clear we're on the same side? . A high born knight from the North of Westeros, down on his luck in Essos. Dragon epaulettes? Bear sigil breast plate. You're Jorah Mormont. I have to ask how, exactly, were you serving your Queen in a whore house, half a world away? Is it possible, that you were running? Why would you be running? And why would she have sent you away? Oh, wait! You were spying on her, weren't you? It's all coming back to me! I was drunk through most of the Small Council meetings, but it's all coming back. You passed notes to Varys's little birds. She found out, didn't she? Found out, and exiled you. . And now you hope to win back her favor with a gift. A risky scheme. One might even say, desperate. Do you think Daenerys would execute me, and pardon you? I'd say the reverse is just as likely."
Episode 4,daenerys targaryen,Everyone looks happy enough from up here. . What?
Episode 4,daenerys targaryen,Why?
Episode 4,daenerys targaryen,He sang to them?
Episode 4,daenerys targaryen,And what did you do?
Episode 4,daenerys targaryen,He was good?
Episode 4,daenerys targaryen,He told me Rhaegar was good at killing people. .
Episode 4,daenerys targaryen,And what did you do with the money?
Episode 4,daenerys targaryen,How many others are there?
Episode 4,daenerys targaryen,"Will you be joining us, Ser Barristan?"
Episode 4,daenerys targaryen,"I think I can protect me from Hizdahr Zo Loraq. Go, Ser Barristan. Sing a song for me."
Episode 4,daenerys targaryen,Is that what you used to tell men before you set them to butchering each other for sport?
Episode 4,daenerys targaryen,I do not recognize this tradition.
Episode 5,daenerys targaryen,"Barristan the Bold"" they called him. He crossed a continent to serve me. He was a loyal friend. And he died in an alley, butchered by cowards who hide behind masks."
Episode 5,daenerys targaryen,I prefer your earlier suggestion. Round up the leaders of each of Meereen's great families and bring them to me.
Episode 5,daenerys targaryen,Walk forward.
Episode 5,daenerys targaryen,Another step.
Episode 5,daenerys targaryen,"They will eat you, if I tell them to. They may eat you even if I don't. Children. Some say I should give up on them. . But a good mother never gives up on her children. She disciplines them if she must."
Episode 5,daenerys targaryen,But she does not give up on them.
Episode 5,daenerys targaryen,"Who is innocent? Maybe all of you are, , maybe none of you are. Maybe, , I should let the dragons decide."
Episode 5,daenerys targaryen,Don't want to overfeed them. Tomorrow perhaps.
Episode 5,sam,"And though Daenerys maintains her grip on Slaver's Bay, forces rise against her from within and without. She refuses to leave until the freedom of the former slaves is secure."" She sounds like quite a woman."
Episode 5,sam,"Don't say that, Maester Aemon."
Episode 5,jon snow,Maester Aemon.
Episode 5,jon snow,"Sam, I'd like to speak to the maester alone."
Episode 5,jon snow,How are you feeling?
Episode 5,jon snow,"I need your advice. There's something I want to do, something I have to do. But it'll divide the Night's Watch. Bitterly. Half the men will hate me the moment I give the order."
Episode 5,jon snow,But you don't know what it is.
Episode 5,jon snow,Where are the rest of the free folk now? . Where have they gone? . Who leads them?
Episode 5,jon snow,What about you?
Episode 5,jon snow,What if I unchained you?
Episode 5,jon snow,Because you are not my enemy. And I'm not yours.
Episode 5,jon snow,"For 8,000 years the Night's Watch have sworn an oath to be the shield that guards the realms of men. And for 8,000 years we've fallen short of that oath. You belong to the realms of men. All of you."
Episode 5,jon snow,It is.
Episode 5,jon snow,"Because now, , I am Lord Commander of the Night's Watch."
Episode 5,jon snow,I'd have you go north of the Wall. Gather the remaining free folk wherever they are and bring them back here. I'll open the gates for them and let them through. I'll find them lands to settle south of the Wall.
Episode 5,jon snow,I don't want them to kneel for me. I want them to fight with me when the time comes.
Episode 5,jon snow,"And how many of your people can't fight? The women, the children, the old, the sick, what happens to them? You're condemning them to death. Worse than death because you're too proud to make peace. Or maybe you're not proud. Maybe you're just a coward."
Episode 5,jon snow,Your people need a leader. And they need to get south of the Wall before it's too late. We don't have much time and they have less. The walkers are coming and they'll hit your people first. I'm not asking you to make peace to save your skin. Make peace to save your people.
Episode 5,jon snow,Up on Storroldo s Point. I can give you 10 horses and nine other men. You can get there in a week.
Episode 5,jon snow,I'll talk to King Stannis about lending you his fleet.
Episode 5,jon snow,"Men, women, and children will die by the thousands if we do nothing."
Episode 5,stannis baratheon,Fewer.
Episode 5,davos,What?
Episode 5,stannis baratheon,Nothing.
Episode 5,sam,There is good farmland in the Gift. . Land that no one uses now. A dozen abandoned villages.
Episode 5,jon snow,And we've slaughtered theirs.
Episode 5,jon snow,"You were at the Fist of the First Men. If we abandon them, you know what they become. We can learn to live with the wildlings or we can add them to the army of the dead. Whatever they are now, they're better than that."
Episode 5,jon snow,"Thank you. . Olly. . If you have something you want to say to me, say it. It's all right."
Episode 5,jon snow,It's not a trick.
Episode 5,jon snow,I know what it's like to lose the people you love. I know this is hard for you. But winter is coming. We know what's coming with it. We can't face it alone.
Episode 5,jon snow,No.
Episode 5,brienne,Better off with the Boltons who murdered her mother and brother? Sansa's in danger even if she doesn't realize it.
Episode 5,brienne,Thank you. You've lived here a long time?
Episode 5,brienne,Did you know Lord Eddard?
Episode 5,brienne,Not all of them. I know who's inside that castle.
Episode 5,brienne,I'm not talking about the Boltons. I need to get a message to her. To Sansa Stark.
Episode 5,brienne,Someone who swore to keep her safe.
Episode 5,brienne,Her mother.
Episode 5,brienne,That doesn't release me from an oath. I served Lady Catelyn. I serve her still. Who do you serve?
Episode 5,sansa stark,"Oh, I don't need-"
Episode 5,sansa stark,But who -
